sessionID,sessionStateID,userID,artistID,sessionStateStatus,sessionStateDateCreated,sessionStateDateUpdated,tickStateID,tickStateStatus,tickStateDateCreated,tickStateDateUpdated,tickID,tickType,tickHandler,tickStateResult
2,71489,,,2,"2024-12-05 06:32","2024-12-05 06:33",631207,5,"2024-12-05 06:32","2024-12-05 06:32",38,2,,"{
    ""value"": ""Sahil Khan Music""
}"
2,71484,,,2,"2024-12-05 03:56","2024-12-05 03:56",631167,5,"2024-12-05 03:56","2024-12-05 03:56",38,2,,"{
    ""value"": ""Hiw to upload my music""
}"
2,71483,,,2,"2024-12-05 03:38","2024-12-05 03:38",631166,5,"2024-12-05 03:38","2024-12-05 03:38",39,2,,"{
    ""value"": ""artist"",
    ""valueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Artist""
        }
    ]
}"
2,71483,,,2,"2024-12-05 03:38","2024-12-05 03:38",631165,5,"2024-12-05 03:38","2024-12-05 03:38",38,2,,"{
    ""value"": ""Gray""
}"
2,71481,,,2,"2024-12-05 02:29","2024-12-05 02:29",631154,5,"2024-12-05 02:29","2024-12-05 02:29",72,1,,"{
    ""result"": 1
}"
2,71481,,,2,"2024-12-05 02:29","2024-12-05 02:29",631152,5,"2024-12-05 02:29","2024-12-05 02:29",42,2,,"{
    ""value"": ""he\/him"",
    ""valueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""He\/Him""
        }
    ]
}"
2,71481,,,2,"2024-12-05 02:29","2024-12-05 02:29",631150,5,"2024-12-05 02:29","2024-12-05 02:29",40,4,,"{
    ""spotify"": {
        ""external_urls"": {
            ""spotify"": ""https:\/\/open.spotify.com\/artist\/5MHpc77ggtZi2ks398vGHk""
        },
        ""followers"": {
            ""href"": null,
            ""total"": 493
        },
        ""genres"": [
            ""russelater""
        ],
        ""href"": ""https:\/\/api.spotify.com\/v1\/artists\/5MHpc77ggtZi2ks398vGHk?locale=*"",
        ""id"": ""5MHpc77ggtZi2ks398vGHk"",
        ""images"": [
            {
                ""url"": ""https:\/\/i.scdn.co\/image\/ab6761610000e5ebc0b425eddad1e433570e4b98"",
                ""height"": 640,
                ""width"": 640
            },
            {
                ""url"": ""https:\/\/i.scdn.co\/image\/ab67616100005174c0b425eddad1e433570e4b98"",
                ""height"": 320,
                ""width"": 320
            },
            {
                ""url"": ""https:\/\/i.scdn.co\/image\/ab6761610000f178c0b425eddad1e433570e4b98"",
                ""height"": 160,
                ""width"": 160
            }
        ],
        ""name"": ""GroteSK"",
        ""popularity"": 35,
        ""type"": ""artist"",
        ""uri"": ""spotify:artist:5MHpc77ggtZi2ks398vGHk""
    }
}"
2,71481,,,2,"2024-12-05 02:29","2024-12-05 02:29",631149,5,"2024-12-05 02:29","2024-12-05 02:29",39,2,,"{
    ""value"": ""artist"",
    ""valueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""Artist""
        }
    ]
}"
2,71481,,,2,"2024-12-05 02:29","2024-12-05 02:29",631148,5,"2024-12-05 02:29","2024-12-05 02:29",38,2,,"{
    ""value"": ""Erik""
}"
2,71475,,,2,"2024-12-05 02:05","2024-12-05 02:07",631098,5,"2024-12-05 02:07","2024-12-05 02:07",72,1,,"{
    ""result"": 1
}"
2,71475,,,2,"2024-12-05 02:05","2024-12-05 02:07",631096,5,"2024-12-05 02:06","2024-12-05 02:06",42,2,,"{
    ""value"": ""he\/him"",
    ""valueDetails"": [
        {
            ""type"": ""fixed"",
            ""value"": ""He\/Him""
        }
    ]
}"
